Fund Code,Date,Cash Flow,Expenses,ROC,Dist. Sub. To Recall,Income,Growth,Book,NAV,Commitment,Qtr Valuation,Notes,Type
VDDD102010AF,2/23/16,171481,,,,, $- ,-171481,-171481, $- ,,,Distribution
VDDD102010AF,3/31/16,,,,,,80799, $- ,80799, $- ,3329048,,NAV
VDDD102010AF,6/6/16,200965,,,,, $- ,-200965,-200965, $- ,,,Distribution
VDDD102010AF,6/30/16,,,,,,165610, $- ,165610, $- ,3293693,,NAV
VDDD102010AF,9/2/16,275732,,,,, $- ,-275732,-275732, $- ,,,Distribution
VDDD102010AF,9/30/16,,,,,,139312, $- ,139312, $- ,3157273,,NAV
VDDD102010AF,11/9/16,335047,,,,, $- ,-335047,-335047, $- ,,,Distribution
VDDD102010AF,12/31/16,,,,,,25459, $- ,25459, $- ,2847685,,NAV
VDDD102010AF,1/5/17,126528,,,,, $- ,-126528,-126528, $- ,,,Distribution
VDDD102010AF,2/13/17,699529,,,,, $- ,-699529,-699529, $- ,,,Distribution
VDDD102010AF,3/31/17,,,,,,194928, $- ,194928, $- ,2216556,,NAV
VDDD102010AF,6/14/17,206551,,,,, $- ,-206551,-206551, $- ,,,Distribution
VDDD102010AF,6/30/17,,,,,,79450, $- ,79450, $- ,2089455,,NAV
VDDD102010AF,8/15/17,367385,,,,, $- ,-367385,-367385, $- ,,,Distribution
VDDD102010AF,9/30/17,,,,,,32351, $- ,32351, $- ,1754420,,NAV
VDDD102010AF,10/24/17,257469,,,,, $- ,-257469,-257469, $- ,,,Distribution
VDDD102010AF,12/21/17,124297,,,,, $- ,-124297,-124297, $- ,,,Distribution
VDDD102010AF,12/31/17,,,,,,16206, $- ,16206, $- ,1388860,,NAV
VDDD102010AF,3/15/18,58489,,,,, $- ,-58489,-58489, $- ,,,Distribution
VDDD102010AF,3/31/18,,,,,,1710, $- ,1710, $- ,1332081,,NAV
GSVD022013M1,2/1/13, $- ,,,,,,,,5000000,,,
GSVD022013M1,2/11/13,-1718250,,,,, $- ,1718250,1718250,-1718250,,,Contribution
GSVD022013M1,8/14/13,-100000,,,,, $- ,100000,100000,-100000,,,Contribution
GSVD022013M1,12/5/13,-825000,,,,, $- ,825000,825000,-825000,,,Contribution
GSVD022013M1,3/21/14,-494049,,,,, $- ,494049,494049,-494049,,,Contribution
GSVD022013M1,3/31/14,,,,,,1142508, $- ,1142508, $- ,4279807,,NAV
GSVD022013M1,4/23/14,-412500,,,,, $- ,412500,412500,-412500,,,Contribution
GSVD022013M1,6/30/14,,,,,,280759, $- ,280759, $- ,4973066,,NAV
GSVD022013M1,8/13/14,-462500,,,,, $- ,462500,462500,-462500,,,Contribution
GSVD022013M1,9/30/14,,,,,,141963, $- ,141963, $- ,5577529,,NAV
GSVD022013M1,11/5/14,150000,,,,, $- ,-150000,-150000, $- ,,,Distribution
GSVD022013M1,11/18/14,-450000,,,,, $- ,450000,450000,-450000,,,Contribution
GSVD022013M1,12/31/14,,,,,,161975, $- ,161975, $- ,6039504,,NAV
GSVD022013M1,1/16/15,-50000,,,,, $- ,50000,50000,-50000,,,Contribution
GSVD022013M1,3/31/15,,,,,,192465, $- ,192465, $- ,6281969,,NAV
GSVD022013M1,6/30/15,,,,,,56962, $- ,56962, $- ,6338931,,NAV
GSVD022013M1,7/15/15,-250000,,,,, $- ,250000,250000,-250000,,,Contribution
GSVD022013M1,9/30/15,,,,,,693975, $- ,693975, $- ,7282906,,NAV
GSVD022013M1,10/22/15,800000,,,,, $- ,-800000,-800000, $- ,,,Distribution
GSVD022013M1,12/31/15,,,,,,58304, $- ,58304, $- ,6541210,,NAV
GSVD022013M1,3/31/16,,,,,,280157, $- ,280157, $- ,6821367,,NAV
GSVD022013M1,6/30/16,,,,,,62348, $- ,62348, $- ,6883715,,NAV
GSVD022013M1,7/7/16,1000000,,,,, $- ,-1000000,-1000000, $- ,,,Distribution
GSVD022013M1,9/30/16,,,,,,337624, $- ,337624, $- ,6221339,,NAV
GSVD022013M1,12/31/16,,,,,,1072170, $- ,1072170, $- ,7293509,,NAV
GSVD022013M1,3/31/17,,,,,,696050, $- ,696050, $- ,7989559,,NAV
GSVD022013M1,6/8/17,2950000,,,,, $- ,-2950000,-2950000, $- ,,,Distribution
GSVD022013M1,6/30/17,,,,,,132769, $- ,132769, $- ,5172328,,NAV
GSVD022013M1,8/8/17,400000,,,,, $- ,-400000,-400000, $- ,,,Distribution
GSVD022013M1,9/30/17,,,,,,250842, $- ,250842, $- ,5023170,,NAV
GSVD022013M1,10/6/17,185000,,,,, $- ,-185000,-185000, $- ,,,Distribution
GSVD022013M1,11/15/17,412500,,,,, $- ,-412500,-412500, $- ,,,Distribution
GSVD022013M1,12/31/17,,,,,,63687, $- ,63687, $- ,4489357,,NAV
GSVD022013M1,1/17/18,812500,,,,, $- ,-812500,-812500, $- ,,,Distribution
GSVD022013M1,3/31/18,,,,,,53489, $- ,53489, $- ,3730346,,NAV
GSVD032014M2,7/1/14, $- ,,,,,,,,2500000,,,
GSVD032014M2,7/21/14,-176510,,,,, $- ,176510,176510,-176510,,,Contribution
GSVD032014M2,9/30/14,,,,,,7067, $- ,7067, $- ,183577,,NAV
GSVD032014M2,10/10/14,-149848,,,,, $- ,149848,149848,-149848,,,Contribution
GSVD032014M2,11/17/14,-425000,,,,, $- ,425000,425000,-425000,,,Contribution
GSVD032014M2,12/31/14,,,,,,19818, $- ,19818, $- ,778243,,NAV
GSVD032014M2,3/31/15,,,,,,13053, $- ,13053, $- ,791296,,NAV
GSVD032014M2,5/12/15,-125000,,,,, $- ,125000,125000,-125000,,,Contribution
GSVD032014M2,6/30/15,,,,,,2204, $- ,2204, $- ,918500,,NAV
GSVD032014M2,8/4/15,-250000,,,,, $- ,250000,250000,-250000,,,Contribution
GSVD032014M2,9/30/15,,,,,,294765, $- ,294765, $- ,1463265,,NAV
GSVD032014M2,12/18/15,-450000,,,,, $- ,450000,450000,-450000,,,Contribution
GSVD032014M2,12/31/15,,,,,,753, $- ,753, $- ,1914018,,NAV
GSVD032014M2,1/15/16,-75000,,,,, $- ,75000,75000,-75000,,,Contribution
GSVD032014M2,2/12/16,150000,,,,, $- ,-150000,-150000, $- ,,,Distribution
GSVD032014M2,3/31/16,,,,,,44263, $- ,44263, $- ,1883281,,NAV
GSVD032014M2,4/25/16,-300000,,,,, $- ,300000,300000,-300000,,,Contribution
GSVD032014M2,6/30/16,,,,,,183038, $- ,183038, $- ,2366319,,NAV
GSVD032014M2,8/4/16,-150000,,,,, $- ,150000,150000,-150000,,,Contribution
GSVD032014M2,9/30/16,,,,,,82336, $- ,82336, $- ,2598655,,NAV
GSVD032014M2,11/21/16,-50000,,,,, $- ,50000,50000,-50000,,,Contribution
GSVD032014M2,12/31/16,,,,,,185985, $- ,185985, $- ,2834640,,NAV
GSVD032014M2,3/31/17,,,,,,167588, $- ,167588, $- ,3002228,,NAV
GSVD032014M2,4/14/17,-225000,,,,, $- ,225000,225000,-225000,,,Contribution
GSVD032014M2,5/17/17,275000,,,,, $- ,-275000,-275000, $- ,,,Distribution
GSVD032014M2,6/30/17,,,,,,275994, $- ,275994, $- ,3228222,,NAV
GSVD032014M2,9/30/17,,,,,,17980, $- ,17980, $- ,3246202,,NAV
GSVD032014M2,12/31/17,,,,,,-11772, $- ,-11772, $- ,3234430,,NAV
GSVD032014M2,1/18/18,239613,,,,, $- ,-239613,-239613, $- ,,,Distribution
GSVD032014M2,1/18/18,122888,,,,, $- ,-122888,-122888, $- ,,,Distribution
GSVD032014M2,3/31/18,,,,,,233755, $- ,233755, $- ,3105685,,NAV
GVVC012015M2,3/1/15, $- ,,,,,,,,1000000,,,
GVVC012015M2,3/4/15,-221062,-11062,,,, $- ,210000,210000,-221062,,,Contribution
GVVC012015M2,3/31/15,,,,,,89898, $- ,89898, $- ,299898,,NAV
GVVC012015M2,6/12/15,-70000,,,,, $- ,70000,70000,-70000,,,Contribution
GVVC012015M2,6/30/15,,,,,,-3248, $- ,-3248, $- ,366650,,NAV
GVVC012015M2,9/30/15,,,,,,-2317, $- ,-2317, $- ,364333,,NAV
GVVC012015M2,11/16/15,-95000,,,,, $- ,95000,95000,-95000,,,Contribution
GVVC012015M2,12/31/15,,,,,,6445, $- ,6445, $- ,465778,,NAV
GVVC012015M2,3/23/16,-55000,,,,, $- ,55000,55000,-55000,,,Contribution
GVVC012015M2,3/31/16,,,,,,132157, $- ,132157, $- ,652935,,NAV
GVVC012015M2,6/20/16,-80000,,,,, $- ,80000,80000,-80000,,,Contribution
GVVC012015M2,6/30/16,,,,,,-2182, $- ,-2182, $- ,730753,,NAV
GVVC012015M2,9/30/16,,,,,,-1518, $- ,-1518, $- ,729235,,NAV
GVVC012015M2,10/7/16,-40000,,,,, $- ,40000,40000,-40000,,,Contribution
GVVC012015M2,12/31/16,,,,,,-210, $- ,-210, $- ,769025,,NAV
GVVC012015M2,2/14/17,-100000,,,,, $- ,100000,100000,-100000,,,Contribution
GVVC012015M2,3/31/17,,,,,,-2775, $- ,-2775, $- ,866250,,NAV
GVVC012015M2,6/30/17,,,,,,-2075, $- ,-2075, $- ,864175,,NAV
GVVC012015M2,7/5/17,-55000,,,,, $- ,55000,55000,-55000,,,Contribution
GVVC012015M2,9/30/17,,,,,,-3163, $- ,-3163, $- ,916012,,NAV
GVVC012015M2,12/31/17,,,,,,-767, $- ,-767, $- ,915245,,NAV
GVVC012015M2,3/31/18,,,,,,-3315, $- ,-3315, $- ,911930,,NAV
GVVC022017M2,5/1/17, $- ,,,,,,,,2000000,,,
GVVC022017M2,5/5/17,-340000,,,,, $- ,340000,340000,-340000,,,Contribution
GVVC022017M2,6/30/17,,,,,,-6274, $- ,-6274, $- ,333726,,NAV
GVVC022017M2,9/30/17,,,,,,-4974, $- ,-4974, $- ,328752,,NAV
GVVC022017M2,12/31/17,,,,,,-1848, $- ,-1848, $- ,326904,,NAV
GVVC022017M2,3/31/18,,,,,,-9067, $- ,-9067, $- ,317837,,NAV
GVVC022017M2,4/24/18,-300000,,,,, $- ,300000,300000,-300000,,,Contribution
DWPE042016M2,3/1/17, $- ,,,,,,,,4500000,,,
DWPE042016M2,3/29/17,-634875,-5500,,,, $- ,629375,629375,-634875,,0.32,Contribution
DWPE042016M2,3/31/17,,,,,,-150330, $- ,-150330, $- ,479045,,NAV
DWPE042016M2,6/8/17,-696419,,,,, $- ,696419,696419,-696419,,,Contribution
DWPE042016M2,6/30/17,,,,,,-29590, $- ,-29590, $- ,1145874,,NAV
DWPE042016M2,9/30/17,,,,,,67868, $- ,67868, $- ,1213742,,NAV
DWPE042016M2,12/7/17,18304,,,,, $- ,-18304,-18304, $- ,,,Distribution
DWPE042016M2,12/31/17,,,,,,276890, $- ,276890, $- ,1472328,,NAV
DWPE042016M2,1/5/18,-541872,,,,, $- ,541872,541872,-541872,,,Contribution
DWPE042016M2,3/31/18,,,,,,243007, $- ,243007, $- ,2257207,,NAV
DWPE042016M2,4/25/18,-741555,,,,, $- ,741555,741555,-741555,,,Contribution
DWPE042016M2,5/15/18,122584,,,,, $- ,-122584,-122584, $- ,,,Distribution
DWPE042016M2,5/30/18,-293218,,,,, $- ,293218,293218,-293218,,,Contribution
